,demand
5372,-1879686
5373,-1753444
5374,-1627190
5375,-1521628
5376,-1446292
5377,-1426374
5378,-1438126
5379,-1498096
5380,-1516187
5381,-1606523
5382,-1770507
5383,-1869097
5384,-2001823
5385,-2086657
5386,-2117993
5387,-2311307
5388,-2273215
5389,-2280030
5390,-2363470
5391,-2290977
5392,-2178013
5393,-2029243
5394,-2135681
5395,-2058979
5396,-2001239
5397,-1729088
5398,-1514723
5399,-1485653
5400,-1376603
5401,-1408560
5402,-1370996
5403,-1390580
5404,-1483347
5405,-1511301
5406,-1756793
5407,-1816123
5408,-1934096
5409,-2135815
5410,-2218251
5411,-2244443
5412,-2161097
5413,-2299164
5414,-2243880
5415,-2359240
5416,-2137069
5417,-2132346
5418,-2207741
5419,-2002398
5420,-1955251
5421,-1821628
5422,-1640986
5423,-1452176
5424,-1435653
5425,-1424411
5426,-1380681
5427,-1481185
5428,-1424760
5429,-1499147
5430,-1723535
5431,-1776763
5432,-1999779
5433,-2018741
5434,-2243760
5435,-2200855
5436,-2335331
5437,-2207610
5438,-2208664
5439,-2331806
5440,-2332438
5441,-2136749
5442,-2229394
5443,-2137585
5444,-1994759
5445,-1767975
5446,-1536936
5447,-1516361
5448,-1461911
5449,-1359456
5450,-1337645
5451,-1423520
5452,-1543373
5453,-1644131
5454,-1651675
5455,-1842786
5456,-1911587
5457,-2199391
5458,-2256272
5459,-2226792
5460,-2357894
5461,-2327622
5462,-2347020
5463,-2276858
5464,-2174622
5465,-2096119
5466,-2234384
5467,-2150556
5468,-1908571
5469,-1741446
5470,-1652568
5471,-1449548
5472,-1342946
5473,-1393833
5474,-1306985
5475,-1362684
5476,-1455340
5477,-1598137
5478,-1675306
5479,-1861442
5480,-2048683
5481,-2083457
5482,-2208573
5483,-2270298
5484,-2180639
5485,-2216252
5486,-2396209
5487,-2214782
5488,-2305789
5489,-2211838
5490,-2190945
5491,-1997616
5492,-1932592
5493,-1760809
5494,-1625331
5495,-1516885
5496,-1389329
5497,-1401072
5498,-1340829
5499,-1430641
5500,-1508671
5501,-1552957
5502,-1684898
5503,-1789126
5504,-2053690
5505,-2180365
5506,-2065570
5507,-2180948
5508,-2185668
5509,-2325560
5510,-2361262
5511,-2314052
5512,-2275530
5513,-2123451
5514,-2042008
5515,-2017005
5516,-1975588
5517,-1807590
5518,-1611176
5519,-1481989
5520,-1376389
5521,-1409983
5522,-1332036
5523,-1395344
5524,-1453287
5525,-1629223
5526,-1776841
5527,-1817858
5528,-1983208
5529,-2115573
5530,-2173276
5531,-2322698
5532,-2375208
5533,-2310444
5534,-2277989
5535,-2247499
5536,-2210963
5537,-2067511
5538,-2215336
5539,-2111070
5540,-1954856
5541,-1772351
5542,-1631410
5543,-1442649
5544,-1378273
5545,-1477852
5546,-1313094
5547,-1419386
5548,-1562118
5549,-1603946
5550,-1773927
5551,-1783238
5552,-1909994
5553,-2130235
5554,-2133408
5555,-2289618
5556,-2237297
5557,-2254701
5558,-2359833
5559,-2302412
5560,-2301883
5561,-2031715
5562,-2055605
5563,-2144237
5564,-1999788
5565,-1704062
5566,-1553292
5567,-1526525
5568,-1432461
5569,-1361109
5570,-1407673
5571,-1426269
5572,-1466729
5573,-1650093
5574,-1742078
5575,-1829500
5576,-1884558
5577,-2041750
5578,-2088805
5579,-2173302
5580,-2267761
5581,-2201809
5582,-2296424
5583,-2158899
5584,-2132843
5585,-2111447
5586,-2114478
5587,-1983483
5588,-1966418
5589,-1670764
5590,-1570404
5591,-1436514
5592,-1423854
5593,-1351673
5594,-1436077
5595,-1423691
5596,-1515782
5597,-1579649
5598,-1758079
5599,-1754197
5600,-1942656
5601,-2159808
5602,-2238105
5603,-2340843
5604,-2222821
5605,-2394646
5606,-2319132
5607,-2354357
5608,-2137966
5609,-2185189
5610,-2239556
5611,-2010169
5612,-1953237
5613,-1676061
5614,-1618364
5615,-1529424
5616,-1435709
5617,-1365237
5618,-1387295
5619,-1466053
5620,-1540618
5621,-1542708
5622,-1608438
5623,-1767326
5624,-1897894
5625,-2041867
5626,-2169392
5627,-2229073
5628,-2167441
5629,-2364305
5630,-2279633
5631,-2316138
5632,-2326687
5633,-2049728
5634,-2193053
5635,-2035987
5636,-1918956
5637,-1662720
5638,-1566857
5639,-1511879
5640,-1394757
5641,-1482804
5642,-1412039
5643,-1455218
5644,-1430136
5645,-1527414
5646,-1729703
5647,-1746709
5648,-1944044
5649,-2037062
5650,-2097011
5651,-2124656
5652,-2237248
5653,-2312544
5654,-2216786
5655,-2197643
5656,-2156589
5657,-2117462
5658,-2050791
5659,-2056191
5660,-1921016
5661,-1663005
5662,-1526859
5663,-1456013
5664,-1444567
5665,-1475534
5666,-1368396
5667,-1364868
5668,-1483796
5669,-1545637
5670,-1769943
5671,-1772316
5672,-1956197
5673,-2104315
5674,-2195602
5675,-2265569
5676,-2158302
5677,-2328020
5678,-2318744
5679,-2248246
5680,-2267210
5681,-2059923
5682,-2111508
5683,-2028302
5684,-1829160
5685,-1739096
5686,-1649354
5687,-1447746
5688,-1464577
5689,-1357792
5690,-1401735
5691,-1498375
5692,-1511263
5693,-1517015
5694,-1764632
5695,-1893735
5696,-2045854
5697,-2101499
5698,-2119283
5699,-2190338
5700,-2363795
5701,-2233086
5702,-2296847
5703,-2248752
5704,-2205088
5705,-2196109
5706,-2083071
5707,-2075918
5708,-1925504
5709,-1690902
5710,-1527495
5711,-1408401
5712,-1367755
5713,-1471742
5714,-1406544
5715,-1419586
5716,-1453207
5717,-1609945
5718,-1719153
5719,-1750171
5720,-2020525
5721,-2020731
5722,-2100045
5723,-2151925
5724,-2369355
5725,-2212260
5726,-2246142
5727,-2335905
5728,-2167731
5729,-2088200
5730,-2093835
5731,-1979564
5732,-1830282
5733,-1720294
5734,-1601728
5735,-1525544
5736,-1336908
5737,-1423461
5738,-1312306
5739,-1478386
5740,-1497622
5741,-1588872
5742,-1718043
5743,-1790780
5744,-1883087
5745,-1997693
5746,-2184999
5747,-2226413
5748,-2244537
5749,-2303427
5750,-2280507
5751,-2211010
5752,-2247711
5753,-2204253
5754,-2085489
5755,-2076271
5756,-1979675
5757,-1711775
5758,-1575231
5759,-1407691
5760,-1350591
5761,-1458342
5762,-1313147
5763,-1422360
5764,-1514945
5765,-1595668
5766,-1754099
5767,-1811557
5768,-2046922
5769,-2106087
5770,-2158809
5771,-2326464
5772,-2218160
5773,-2198552
5774,-2172745
5775,-2263796
5776,-2167968
5777,-2088355
5778,-2076347
5779,-2114826
5780,-1843704
5781,-1688700
5782,-1539054
5783,-1437491
5784,-1456060
5785,-1433403
5786,-1315487
5787,-1377244
5788,-1422265
5789,-1515902
5790,-1744774
5791,-1803718
5792,-2049548
5793,-2087824
5794,-2128158
5795,-2245350
5796,-2365156
5797,-2320271
5798,-2305555
5799,-2342260
5800,-2198682
5801,-2066611
5802,-2081109
5803,-2148902
5804,-1925553
5805,-1818176
5806,-1534067
5807,-1404914
5808,-1438801
5809,-1451889
5810,-1355269
5811,-1480053
5812,-1471248
5813,-1578313
5814,-1684055
5815,-1816616
5816,-1873636
5817,-2139307
5818,-2124533
5819,-2166593
5820,-2286077
5821,-2334511
5822,-2191995
5823,-2155981
5824,-2196908
5825,-2084987
5826,-2082343
5827,-2137015
5828,-1846252
5829,-1800946
5830,-1619237
5831,-1187320
5832,-1224911
5833,-1220442
5834,-1170523
5835,-1272137
5836,-1324130
5837,-1338050
5838,-1555733
5839,-1604266
5840,-1609815
5841,-1693156
5842,-1595834
5843,-1685785
5844,-1677320
5845,-1648666
5846,-1612503
5847,-1723979
5848,-1703890
5849,-1656629
5850,-1721970
5851,-1662648
5852,-1550547
5853,-1486758
5854,-1347503
5855,-1180837
5856,-1238754
5857,-1151255
5858,-1184689
5859,-1232733
5860,-1295712
5861,-1431976
5862,-1464284
5863,-1580659
5864,-1657961
5865,-1619699
5866,-1683218
5867,-1742556
5868,-1654849
5869,-1713139
5870,-1618179
5871,-1713483
5872,-1723809
5873,-1760863
5874,-1634707
5875,-1626309
5876,-1536316
5877,-1363292
5878,-1308370
5879,-1221322
5880,-1232287
5881,-1225904
5882,-1240733
5883,-1250656
5884,-1293564
5885,-1357071
5886,-1506374
5887,-1540125
5888,-1639221
5889,-1658780
5890,-1700224
5891,-1594096
5892,-1712103
5893,-1649607
5894,-1674524
5895,-1751509
5896,-1740687
5897,-1671790
5898,-1617405
5899,-1579672
5900,-1528601
5901,-1482560
5902,-1283671
5903,-1230889
5904,-1148482
5905,-1182449
5906,-1208839
5907,-1207292
5908,-1252551
5909,-1423527
5910,-1432183
5911,-1465401
5912,-1539924
5913,-1608788
5914,-1649686
5915,-1586739
5916,-1758672
5917,-1674816
5918,-1732847
5919,-1649994
5920,-1705987
5921,-1682951
5922,-1705672
5923,-1597604
5924,-1504343
5925,-1478541
5926,-1367904
5927,-1237840
5928,-1145115
5929,-1162716
5930,-1140974
5931,-1228396
5932,-1359717
5933,-1461107
5934,-1416143
5935,-1456995
5936,-1543415
5937,-1607096
5938,-1587545
5939,-1696264
5940,-1651371
5941,-1738519
5942,-1711487
5943,-1751547
5944,-1765729
5945,-1621601
5946,-1747566
5947,-1624060
5948,-1494061
5949,-1394010
5950,-1251250
5951,-1171907
5952,-1192720
5953,-1132610
5954,-1170017
5955,-1207289
5956,-1251046
5957,-1375615
5958,-1444243
5959,-1494634
5960,-1641585
5961,-1588946
5962,-1676800
5963,-1603717
5964,-1619371
5965,-1644883
5966,-1722707
5967,-1609637
5968,-1697131
5969,-1659902
5970,-1661685
5971,-1647205
5972,-1598961
5973,-1427559
5974,-1270028
5975,-1178334
5976,-1250307
5977,-1148943
5978,-1220617
5979,-1269902
5980,-1291695
5981,-1389883
5982,-1490529
5983,-1500976
5984,-1559923
5985,-1650363
5986,-1575631
5987,-1616571
5988,-1749318
5989,-1732526
5990,-1733951
5991,-1666465
5992,-1685895
5993,-1751260
5994,-1669002
5995,-1531066
5996,-1549992
5997,-1461262
5998,-1250196
5999,-1179108
6000,-1225337
6001,-1169641
6002,-1182871
6003,-1237613
6004,-1286328
6005,-1451107
6006,-1515126
6007,-1531147
6008,-1524357
6009,-1609449
6010,-1708339
6011,-1589551
6012,-1613252
6013,-1678419
6014,-1649142
6015,-1630878
6016,-1679095
6017,-1635994
6018,-1745583
6019,-1616092
6020,-1479205
6021,-1455118
6022,-1359888
6023,-1204637
6024,-1139313
6025,-1162277
6026,-1148259
6027,-1207142
6028,-1320320
6029,-1331215
6030,-1524453
6031,-1578105
6032,-1521569
6033,-1689302
6034,-1708314
6035,-1656320
6036,-1750239
6037,-1743016
6038,-1639175
6039,-1666190
6040,-1684978
6041,-1666420
6042,-1718029
6043,-1524963
6044,-1582651
6045,-1467384
6046,-1332956
6047,-1203277
6048,-1177999
6049,-1178864
6050,-1165819
6051,-1276985
6052,-1253035
6053,-1393210
6054,-1513842
6055,-1531397
6056,-1585367
6057,-1685881
6058,-1637206
6059,-1635226
6060,-1743830
6061,-1785890
6062,-1751212
6063,-1687439
6064,-1721171
6065,-1709725
6066,-1611282
6067,-1590330
6068,-1493636
6069,-1464202
6070,-1308531
6071,-1192727
6072,-1194146
6073,-1132466
6074,-1156217
6075,-1271243
6076,-1269175
6077,-1329628
6078,-1544681
6079,-1503791
6080,-1670554
6081,-1689298
6082,-1690060
6083,-1716269
6084,-1722355
6085,-1782504
6086,-1643014
6087,-1717447
6088,-1749481
6089,-1619413
6090,-1645474
6091,-1521803
6092,-1507159
6093,-1370336
6094,-1365417
6095,-1183182
6096,-1191374
6097,-1110308
6098,-1139115
6099,-1224527
6100,-1271065
6101,-1358523
6102,-1465853
6103,-1464163
6104,-1646758
6105,-1723521
6106,-1573091
6107,-1606197
6108,-1677136
6109,-1648880
6110,-1696953
6111,-1677922
6112,-1764193
6113,-1635228
6114,-1722078
6115,-1652642
6116,-1499245
6117,-1495967
6118,-1246557
6119,-1198778
6120,-1244706
6121,-1134101
6122,-1226624
6123,-1261496
6124,-1285102
6125,-1393686
6126,-1430524
6127,-1483838
6128,-1562242
6129,-1593045
6130,-1691158
6131,-1641094
6132,-1731407
6133,-1756609
6134,-1633668
6135,-1670800
6136,-1645591
6137,-1715499
6138,-1627141
6139,-1559866
6140,-1572498
6141,-1374058
6142,-1314473
6143,-1278412
6144,-1156078
6145,-1201193
6146,-1148079
6147,-1280807
6148,-1373236
6149,-1437288
6150,-1477202
6151,-1538313
6152,-1621090
6153,-1656201
6154,-1611847
6155,-1600122
6156,-1753294
6157,-1688791
6158,-1668419
6159,-1681528
6160,-1657491
6161,-1723372
6162,-1725484
6163,-1520424
6164,-1603669
6165,-1425013
6166,-1311500
6167,-1269854
6168,-1180173
6169,-1188010
6170,-1199413
6171,-1191451
6172,-1363059
6173,-1328006
6174,-1518123
6175,-1485554
6176,-1541779
6177,-1702949
6178,-1650255
6179,-1583082
6180,-1668632
6181,-1770221
6182,-1648143
6183,-1647066
6184,-1624244
6185,-1753585
6186,-1734785
6187,-1597911
6188,-1508415
6189,-1407966
6190,-1240937
6191,-1201118
6192,-1147469
6193,-1210649
6194,-1207643
6195,-1260586
6196,-1316428
6197,-1462883
6198,-1423523
6199,-1558343
6200,-1599082
6201,-1681843
6202,-1601440
6203,-1737901
6204,-1667250
6205,-1708154
6206,-1749842
6207,-1635475
6208,-1644681
6209,-1744981
6210,-1593314
6211,-1629003
6212,-1515176
6213,-1388010
6214,-1307399
6215,-1167749
6216,-1235980
6217,-1173954
6218,-1218119
6219,-1226383
6220,-1370065
6221,-1337184
6222,-1424211
6223,-1603562
6224,-1594460
6225,-1649704
6226,-1650152
6227,-1720989
6228,-1654102
6229,-1648700
6230,-1712553
6231,-1692768
6232,-1706390
6233,-1607548
6234,-1638092
6235,-1655468
6236,-1584708
6237,-1417539
6238,-1250222
6239,-1252449
6240,-1246615
6241,-1199657
6242,-1147019
6243,-1221326
6244,-1312467
6245,-1352197
6246,-1519713
6247,-1571320
6248,-1674156
6249,-1648947
6250,-1624573
6251,-1692808
6252,-1697508
6253,-1632938
6254,-1627135
6255,-1741479
6256,-1762774
6257,-1671287
6258,-1753153
6259,-1610954
6260,-1536916
6261,-1440926
6262,-1310255
6263,-1185447
6264,-1253210
6265,-1195067
6266,-1151420
6267,-1223009
6268,-1248189
6269,-1376485
6270,-1428804
6271,-1508985
6272,-1621048
6273,-1716955
6274,-1582687
6275,-1599992
6276,-1690731
6277,-1692612
6278,-1707130
6279,-1612389
6280,-1661943
6281,-1671727
6282,-1730715
6283,-1519529
6284,-1484861
6285,-1363722
6286,-1310723
6287,-1236571
6288,-1161668
6289,-1154683
6290,-1154738
6291,-1266110
6292,-1272399
6293,-1385099
6294,-1472597
6295,-1476135
6296,-1580133
6297,-1582959
6298,-1667185
6299,-1655578
6300,-1742206
6301,-1762935
6302,-1639565
6303,-1739389
6304,-1765944
6305,-1612422
6306,-1697547
6307,-1533738
6308,-1551290
6309,-1406166
6310,-1271761
6311,-1210926
6312,-1194936
6313,-1182773
6314,-1212353
6315,-1196998
6316,-1331542
6317,-1326922
6318,-1521052
6319,-1498424
6320,-1652957
6321,-1716412
6322,-1656036
6323,-1636788
6324,-1722847
6325,-1741398
6326,-1725039
6327,-1725562
6328,-1711585
6329,-1756523
6330,-1718249
6331,-1512338
6332,-1539717
6333,-1475470
6334,-1258473
6335,-1257295
6336,-1181673
6337,-1143451
6338,-1172377
6339,-1190283
6340,-1332854
6341,-1421993
6342,-1518487
6343,-1525600
6344,-1605286
6345,-1631947
6346,-1708439
6347,-1665947
6348,-1657706
6349,-1758250
6350,-1638709
6351,-1689132
6352,-1780655
6353,-1700621
6354,-1589767
6355,-1513711
6356,-1591393
6357,-1455304
6358,-1334414
6359,-1247223
6360,-1144537
6361,-1219796
6362,-1145850
6363,-1258357
6364,-1370291
6365,-1445104
6366,-1552074
6367,-1573328
6368,-1554730
6369,-1569492
6370,-1626072
6371,-1736304
6372,-1690500
6373,-1787548
6374,-1720758
6375,-1754259
6376,-1767213
6377,-1608239
6378,-1600139
6379,-1609403
6380,-1561169
6381,-1489916
6382,-1251492
6383,-1268323
6384,-1204482
6385,-1199446
6386,-1134325
6387,-1244665
6388,-1358010
6389,-1375600
6390,-1516084
6391,-1457045
6392,-1543569
6393,-1571134
6394,-1624250
6395,-1637370
6396,-1676495
6397,-1732373
6398,-1722378
6399,-1656967
6400,-1728789
6401,-1633635
6402,-1643934
6403,-1553863
6404,-1591658
6405,-1497147
6406,-1278174
6407,-1177124
6408,-1191814
6409,-1168220
6410,-1218946
6411,-1273559
6412,-1323194
6413,-1397439
6414,-1438921
6415,-1504019
6416,-1629001
6417,-1567097
6418,-1721922
6419,-1723996
6420,-1690492
6421,-1642060
6422,-1649855
6423,-1718042
6424,-1728686
6425,-1631402
6426,-1611976
6427,-1665386
6428,-1570092
6429,-1492335
6430,-1317422
6431,-1279892
6432,-1211942
6433,-1140220
6434,-1210908
6435,-1239652
6436,-1361400
6437,-1382933
6438,-1496522
6439,-1601965
6440,-1589387
6441,-1627122
6442,-1627959
6443,-1631363
6444,-1698852
6445,-1648354
6446,-1624762
6447,-1629350
6448,-1624950
6449,-1626453
6450,-1719640
6451,-1615494
6452,-1541269
6453,-1401216
6454,-1268604
6455,-1269491
6456,-1154748
6457,-1115745
6458,-1246699
6459,-1275737
6460,-1350874
6461,-1354125
6462,-1413565
6463,-1468337
6464,-1599218
6465,-1576654
6466,-1711385
6467,-1664000
6468,-1723257
6469,-1689552
6470,-1704926
6471,-1740133
6472,-1712914
6473,-1760143
6474,-1594878
6475,-1599354
6476,-1508622
6477,-1465480
6478,-1247106
6479,-1218179
6480,-1225097
6481,-1204640
6482,-1160336
6483,-1190885
6484,-1351127
6485,-1353149
6486,-1539510
6487,-1501479
6488,-1610699
6489,-1584979
6490,-1590027
6491,-1728935
6492,-1655326
6493,-1632042
6494,-1748185
6495,-1718584
6496,-1619255
6497,-1719252
6498,-1719765
6499,-1554640
6500,-1503239
6501,-1395874
6502,-1317695
6503,-1182557
6504,-1195719
6505,-1220353
6506,-1200657
6507,-1246693
6508,-1288463
6509,-1457929
6510,-1554486
6511,-1462098
6512,-1599998
6513,-1622188
6514,-1693361
6515,-1660145
6516,-1696833
6517,-1657211
6518,-1663206
6519,-1759350
6520,-1617635
6521,-1745031
6522,-1687448
6523,-1654526
6524,-1549664
6525,-1406995
6526,-1357539
6527,-1244717
6528,-1183129
6529,-1161310
6530,-1243611
6531,-1194513
6532,-1249829
6533,-1362982
6534,-1511120
6535,-1465408
6536,-1578055
6537,-1641328
6538,-1606564
6539,-1680094
6540,-1763988
6541,-1633620
6542,-1648480
6543,-1691551
6544,-1716782
6545,-1728134
6546,-1725415
6547,-1530086
6548,-1590705
6549,-1423167
6550,-1351927
6551,-1187527
6552,-1155677
6553,-1048096
6554,-1166874
6555,-1204999
6556,-1248802
6557,-1356811
6558,-1391690
6559,-1490625
6560,-1518880
6561,-1513764
6562,-1493625
6563,-1401763
6564,-1436874
6565,-1475208
6566,-1484777
6567,-1527959
6568,-1513100
6569,-1460354
6570,-1556114
6571,-1465354
6572,-1390564
6573,-1272616
6574,-1259615
6575,-1197834
6576,-1097144
6577,-1118498
6578,-1134102
6579,-1160821
6580,-1264456
6581,-1389409
6582,-1354514
6583,-1464038
6584,-1493980
6585,-1458962
6586,-1424667
6587,-1505944
6588,-1425775
6589,-1473261
6590,-1449426
6591,-1437599
6592,-1458946
6593,-1554165
6594,-1527766
6595,-1433259
6596,-1377393
6597,-1341872
6598,-1259058
6599,-1199944
6600,-1154925
6601,-1129018
6602,-1154535
6603,-1178597
6604,-1250967
6605,-1350318
6606,-1480080
6607,-1391426
6608,-1482106
6609,-1515592
6610,-1446420
6611,-1529082
6612,-1498506
6613,-1474479
6614,-1550139
6615,-1468499
6616,-1528606
6617,-1508757
6618,-1470532
6619,-1370735
6620,-1467600
6621,-1361389
6622,-1232656
6623,-1120158
6624,-1166800
6625,-1076654
6626,-1077166
6627,-1220812
6628,-1245580
6629,-1364531
6630,-1394896
6631,-1452706
6632,-1517262
6633,-1458025
6634,-1487124
6635,-1529708
6636,-1453408
6637,-1467692
6638,-1519119
6639,-1473947
6640,-1542937
6641,-1487148
6642,-1490754
6643,-1474339
6644,-1407136
6645,-1302788
6646,-1251895
6647,-1109557
6648,-1101972
6649,-1036597
6650,-1177616
6651,-1169274
6652,-1279991
6653,-1378838
6654,-1433286
6655,-1427603
6656,-1498610
6657,-1425808
6658,-1460163
6659,-1505960
6660,-1428852
6661,-1500121
6662,-1565530
6663,-1522092
6664,-1471710
6665,-1517134
6666,-1587055
6667,-1490964
6668,-1425373
6669,-1281875
6670,-1263775
6671,-1176450
6672,-1175131
6673,-1072620
6674,-1168734
6675,-1170245
6676,-1240692
6677,-1354817
6678,-1399800
6679,-1474899
6680,-1439831
6681,-1519691
6682,-1427268
6683,-1512784
6684,-1456569
6685,-1575296
6686,-1437467
6687,-1427954
6688,-1557041
6689,-1492456
6690,-1465905
6691,-1439175
6692,-1394461
6693,-1359724
6694,-1194807
6695,-1193966
6696,-1128215
6697,-1091367
6698,-1162132
6699,-1154428
6700,-1231706
6701,-1308652
6702,-1428506
6703,-1405032
6704,-1435714
6705,-1470421
6706,-1444624
6707,-1472622
6708,-1516368
6709,-1551361
6710,-1481401
6711,-1554961
6712,-1518234
6713,-1485190
6714,-1581378
6715,-1468736
6716,-1391832
6717,-1293046
6718,-1249034
6719,-1105369
6720,-1139508
6721,-1057853
6722,-1145613
6723,-1119944
6724,-1233361
6725,-1320248
6726,-1420739
6727,-1367529
6728,-1518726
6729,-1544423
6730,-1503749
6731,-1497502
6732,-1497936
6733,-1568499
6734,-1446271
6735,-1475441
6736,-1496011
6737,-1594932
6738,-1467534
6739,-1485117
6740,-1418569
6741,-1277634
6742,-1165369
6743,-1157905
6744,-1168551
6745,-1034913
6746,-1173748
6747,-1224054
6748,-1310849
6749,-1289019
6750,-1440878
6751,-1462580
6752,-1420158
6753,-1437898
6754,-1416109
6755,-1433876
6756,-1547388
6757,-1504063
6758,-1476652
6759,-1555206
6760,-1511532
6761,-1576350
6762,-1485579
6763,-1460212
6764,-1418990
6765,-1335608
6766,-1190421
6767,-1147795
6768,-1146857
6769,-1038397
6770,-1139839
6771,-1188765
6772,-1192921
6773,-1285480
6774,-1437690
6775,-1479408
6776,-1527073
6777,-1505872
6778,-1468162
6779,-1501379
6780,-1540072
6781,-1529006
6782,-1517577
6783,-1442115
6784,-1525419
6785,-1602623
6786,-1469633
6787,-1363001
6788,-1418497
6789,-1274490
6790,-1268130
6791,-1091478
6792,-1123871
6793,-1129995
6794,-1179620
6795,-1206401
6796,-1271845
6797,-1302217
6798,-1395674
6799,-1448490
6800,-1413087
6801,-1479799
6802,-1437612
6803,-1451609
6804,-1521587
6805,-1494876
6806,-1423415
6807,-1559359
6808,-1522965
6809,-1602834
6810,-1582373
6811,-1498412
6812,-1376220
6813,-1268209
6814,-1196008
6815,-1202075
6816,-1167804
6817,-1133909
6818,-1159848
6819,-1190093
6820,-1212475
6821,-1345377
6822,-1409775
6823,-1486740
6824,-1459677
6825,-1473134
6826,-1403931
6827,-1477588
6828,-1522695
6829,-1550379
6830,-1546216
6831,-1558565
6832,-1554286
6833,-1523067
6834,-1592075
6835,-1429457
6836,-1384293
6837,-1310211
6838,-1183886
6839,-1146316
6840,-1177089
6841,-1057345
6842,-1176181
6843,-1181929
6844,-1207810
6845,-1370218
6846,-1442351
6847,-1465657
6848,-1458175
6849,-1449050
6850,-1515847
6851,-1495143
6852,-1567533
6853,-1481156
6854,-1502021
6855,-1525741
6856,-1475064
6857,-1465840
6858,-1557557
6859,-1434778
6860,-1363470
6861,-1372052
6862,-1211020
6863,-1093560
6864,-1123451
6865,-1125519
6866,-1132588
6867,-1150693
6868,-1216427
6869,-1270801
6870,-1444279
6871,-1400544
6872,-1496192
6873,-1554526
6874,-1510963
6875,-1421466
6876,-1553424
6877,-1489999
6878,-1505829
6879,-1463610
6880,-1566427
6881,-1516868
6882,-1473608
6883,-1407611
6884,-1344871
6885,-1381761
6886,-1262177
6887,-1137452
6888,-1080475
6889,-1092077
6890,-1085443
6891,-1203850
6892,-1296342
6893,-1369561
6894,-1381703
6895,-1467195
6896,-1477849
6897,-1436468
6898,-1522633
6899,-1548953
6900,-1519794
6901,-1568840
6902,-1555718
6903,-1566033
6904,-1581093
6905,-1461190
6906,-1484106
6907,-1474552
6908,-1396249
6909,-1330439
6910,-1178619
6911,-1185806
6912,-1169939
6913,-1114363
6914,-1165428
6915,-1184363
6916,-1285187
6917,-1335481
6918,-1430122
6919,-1452399
6920,-1405380
6921,-1467252
6922,-1417620
6923,-1522457
6924,-1483701
6925,-1520677
6926,-1482645
6927,-1494129
6928,-1511665
6929,-1503778
6930,-1548624
6931,-1472039
6932,-1385816
6933,-1284566
6934,-1214083
6935,-1114197
6936,-1114887
6937,-1113469
6938,-1092711
6939,-1110888
6940,-1235634
6941,-1365987
6942,-1345731
6943,-1461208
6944,-1544162
6945,-1426155
6946,-1490143
6947,-1417820
6948,-1483446
6949,-1577337
6950,-1427952
6951,-1545766
6952,-1503742
6953,-1560165
6954,-1497449
6955,-1470315
6956,-1354500
6957,-1360491
6958,-1205953
6959,-1161496
6960,-1114552
6961,-1126420
6962,-1136237
6963,-1167694
6964,-1284790
6965,-1378776
6966,-1383508
6967,-1440689
6968,-1537639
6969,-1512653
6970,-1432948
6971,-1439878
6972,-1458652
6973,-1576720
6974,-1529513
6975,-1465955
6976,-1475811
6977,-1496776
6978,-1552842
6979,-1475599
6980,-1385306
6981,-1348293
6982,-1157051
6983,-1138113
6984,-1165141
6985,-1100123
6986,-1183331
6987,-1147825
6988,-1239949
6989,-1270989
6990,-1377857
6991,-1428080
6992,-1427881
6993,-1566556
6994,-1494750
6995,-1528846
6996,-1486724
6997,-1556035
6998,-1521765
6999,-1440080
7000,-1583851
7001,-1559083
7002,-1476107
7003,-1473399
7004,-1416097
7005,-1304816
7006,-1158345
7007,-1129235
7008,-1153395
7009,-1118632
7010,-1082050
7011,-1141008
7012,-1296575
7013,-1283382
7014,-1445041
7015,-1430081
7016,-1455884
7017,-1495276
7018,-1483527
7019,-1406898
7020,-1498708
7021,-1524406
7022,-1454640
7023,-1569902
7024,-1517147
7025,-1520534
7026,-1530731
7027,-1432202
7028,-1376487
7029,-1275446
7030,-1234792
7031,-1160002
7032,-1179475
7033,-1131154
7034,-1131491
7035,-1118430
7036,-1279412
7037,-1288895
7038,-1452171
7039,-1408992
7040,-1493149
7041,-1537757
7042,-1521028
7043,-1547148
7044,-1556557
7045,-1447428
7046,-1445469
7047,-1533802
7048,-1555562
7049,-1600313
7050,-1544173
7051,-1495567
7052,-1402541
7053,-1350282
7054,-1228681
7055,-1187684
7056,-1172390
7057,-1032041
7058,-1172140
7059,-1142729
7060,-1240005
7061,-1267230
7062,-1428233
7063,-1478354
7064,-1510797
7065,-1493918
7066,-1547452
7067,-1500958
7068,-1472359
7069,-1541190
7070,-1513963
7071,-1474396
7072,-1586910
7073,-1488635
7074,-1566920
7075,-1456207
7076,-1343862
7077,-1292019
7078,-1266523
7079,-1157548
7080,-1104197
7081,-1085932
7082,-1113172
7083,-1220928
7084,-1264337
7085,-1390808
7086,-1451246
7087,-1434259
7088,-1434567
7089,-1425594
7090,-1467238
7091,-1512733
7092,-1439656
7093,-1569148
7094,-1421123
7095,-1520139
7096,-1513896
7097,-1564609
7098,-1456463
7099,-1363920
7100,-1377889
7101,-1290814
7102,-1171289
7103,-1146561
7104,-1106901
7105,-1130248
7106,-1163303
7107,-1184545
7108,-1199884
7109,-1378553
7110,-1360930
7111,-1492035
7112,-1530014
7113,-1524324
7114,-1534903
7115,-1506591
7116,-1531193
7117,-1447019
7118,-1421993
7119,-1467367
7120,-1442131
